JSF P/N,MFR P/N,NOMENCLATURE,SMR,EEL,TURN-IN,SERIALZED
MS14181-04031L,MS14181-04031L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04032L,MS14181-04032L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04033L,MS14181-04033L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04034L,MS14181-04034L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04035L,MS14181-04035L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04036L,MS14181-04036L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04037L,MS14181-04037L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04038L,MS14181-04038L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04039L,MS14181-04039L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04040L,MS14181-04040L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04042L,MS14181-04042L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04044L,MS14181-04044L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04045L,MS14181-04045L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04046L,MS14181-04046L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04048L,MS14181-04048L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04050L,MS14181-04050L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04052L,MS14181-04052L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04054L,MS14181-04054L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04056L,MS14181-04056L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04058L,MS14181-04058L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04060L,MS14181-04060L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04062L,MS14181-04062L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04064L,MS14181-04064L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04066L,MS14181-04066L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04068L,MS14181-04068L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04070L,MS14181-04070L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04072L,MS14181-04072L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04074L,MS14181-04074L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04076L,MS14181-04076L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04078L,MS14181-04078L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04080L,MS14181-04080L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04082L,MS14181-04082L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04084L,MS14181-04084L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04086L,MS14181-04086L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04088L,MS14181-04088L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04090L,MS14181-04090L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04092L,MS14181-04092L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04094L,MS14181-04094L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04096L,MS14181-04096L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04098L,MS14181-04098L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04100L,MS14181-04100L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04102L,MS14181-04102L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04104L,MS14181-04104L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04106L,MS14181-04106L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04108L,MS14181-04108L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04110L,MS14181-04110L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-04112L,MS14181-04112L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05004L,MS14181-05004L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05005L,MS14181-05005L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05006L,MS14181-05006L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-05007L,MS14181-05007L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-05008,MS14181-05008,BOLT,PAOZZN,NO,NO,NO
MS14181-05008L,MS14181-05008L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05009L,MS14181-05009L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-05010L,MS14181-05010L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05011L,MS14181-05011L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05012L,MS14181-05012L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05013L,MS14181-05013L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05014L,MS14181-05014L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05015L,MS14181-05015L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05016L,MS14181-05016L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05017L,MS14181-05017L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05018L,MS14181-05018L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05019L,MS14181-05019L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05020L,MS14181-05020L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05021L,MS14181-05021L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05022L,MS14181-05022L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05023L,MS14181-05023L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05024L,MS14181-05024L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05025L,MS14181-05025L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05026L,MS14181-05026L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-05027L,MS14181-05027L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05028L,MS14181-05028L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05029L,MS14181-05029L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05030L,MS14181-05030L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05031L,MS14181-05031L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05032L,MS14181-05032L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05033L,MS14181-05033L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-05034L,MS14181-05034L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05035L,MS14181-05035L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05036L,MS14181-05036L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05037L,MS14181-05037L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-05038L,MS14181-05038L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05039L,MS14181-05039L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05040L,MS14181-05040L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05042L,MS14181-05042L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05044L,MS14181-05044L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05046L,MS14181-05046L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05048L,MS14181-05048L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05050L,MS14181-05050L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05052L,MS14181-05052L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05054L,MS14181-05054L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05056L,MS14181-05056L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05058L,MS14181-05058L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05060L,MS14181-05060L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05062L,MS14181-05062L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05064L,MS14181-05064L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05066L,MS14181-05066L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05068L,MS14181-05068L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05070L,MS14181-05070L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05072L,MS14181-05072L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05074L,MS14181-05074L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05076L,MS14181-05076L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05078L,MS14181-05078L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05080L,MS14181-05080L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05082L,MS14181-05082L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05084L,MS14181-05084L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05086L,MS14181-05086L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05088L,MS14181-05088L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05090L,MS14181-05090L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05092L,MS14181-05092L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05094L,MS14181-05094L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05096L,MS14181-05096L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05098L,MS14181-05098L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05100L,MS14181-05100L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05102L,MS14181-05102L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05104L,MS14181-05104L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05106L,MS14181-05106L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05108L,MS14181-05108L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05110L,MS14181-05110L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-05112L,MS14181-05112L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06004L,MS14181-06004L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06005L,MS14181-06005L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06006,MS14181-06006,TENSION BOLT,PAOZZN,NO,NO,NO
MS14181-06006L,MS14181-06006L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06007L,MS14181-06007L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06008L,MS14181-06008L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06009L,MS14181-06009L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-06010L,MS14181-06010L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-06011L,MS14181-06011L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06012,MS14181-06012,BOLT,PADZZN,NO,NO,NO
MS14181-06012L,MS14181-06012L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06013L,MS14181-06013L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06014,MS14181-06014,BOLT,PAOZZN,NO,NO,NO
MS14181-06014L,MS14181-06014L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06015L,MS14181-06015L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06016,MS14181-06016,BOLT,PAOZZN,NO,NO,NO
MS14181-06016L,MS14181-06016L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06017L,MS14181-06017L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06018L,MS14181-06018L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06019,MS14181-06019,BOLT,PAOZZN,NO,NO,NO
MS14181-06019L,MS14181-06019L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06020L,MS14181-06020L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06021L,MS14181-06021L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06022L,MS14181-06022L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06023L,MS14181-06023L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-06024L,MS14181-06024L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06025L,MS14181-06025L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06026L,MS14181-06026L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06027L,MS14181-06027L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06028L,MS14181-06028L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06029L,MS14181-06029L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06030L,MS14181-06030L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06031L,MS14181-06031L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06032L,MS14181-06032L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06033L,MS14181-06033L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06034L,MS14181-06034L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06035L,MS14181-06035L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06036L,MS14181-06036L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06037L,MS14181-06037L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06038L,MS14181-06038L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06039L,MS14181-06039L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06040L,MS14181-06040L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06041L,MS14181-06041L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06042L,MS14181-06042L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06043L,MS14181-06043L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06044L,MS14181-06044L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06045L,MS14181-06045L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06046L,MS14181-06046L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06048L,MS14181-06048L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06050L,MS14181-06050L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06052L,MS14181-06052L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06054L,MS14181-06054L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06056L,MS14181-06056L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06058L,MS14181-06058L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06060L,MS14181-06060L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06062L,MS14181-06062L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06064L,MS14181-06064L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06066L,MS14181-06066L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06068L,MS14181-06068L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06070L,MS14181-06070L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06072L,MS14181-06072L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06074L,MS14181-06074L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06076L,MS14181-06076L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06078L,MS14181-06078L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06080L,MS14181-06080L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06082L,MS14181-06082L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06084L,MS14181-06084L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06086L,MS14181-06086L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06088L,MS14181-06088L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06090L,MS14181-06090L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06092L,MS14181-06092L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06094L,MS14181-06094L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06096L,MS14181-06096L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06098L,MS14181-06098L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06100L,MS14181-06100L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06102L,MS14181-06102L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06104L,MS14181-06104L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06106L,MS14181-06106L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06108L,MS14181-06108L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06110L,MS14181-06110L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-06112L,MS14181-06112L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07004L,MS14181-07004L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07005L,MS14181-07005L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07006L,MS14181-07006L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07007L,MS14181-07007L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07008L,MS14181-07008L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07009L,MS14181-07009L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07010L,MS14181-07010L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07011L,MS14181-07011L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07012L,MS14181-07012L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07013L,MS14181-07013L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07014L,MS14181-07014L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07014LY,MS14181-07014LY,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07015L,MS14181-07015L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07016L,MS14181-07016L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-07017L,MS14181-07017L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07018L,MS14181-07018L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07019L,MS14181-07019L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07020,MS14181-07020,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07020L,MS14181-07020L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07021L,MS14181-07021L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07022L,MS14181-07022L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07023L,MS14181-07023L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07024L,MS14181-07024L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07025L,MS14181-07025L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-07026L,MS14181-07026L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07027L,MS14181-07027L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07028L,MS14181-07028L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07029L,MS14181-07029L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07030,MS14181-07030,BOLT,PAOZZN,NO,NO,NO
MS14181-07030L,MS14181-07030L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07031L,MS14181-07031L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07032L,MS14181-07032L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07033L,MS14181-07033L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07034L,MS14181-07034L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07035L,MS14181-07035L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07036L,MS14181-07036L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07037L,MS14181-07037L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07038L,MS14181-07038L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07039L,MS14181-07039L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07040L,MS14181-07040L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07042L,MS14181-07042L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07044L,MS14181-07044L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07046L,MS14181-07046L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07048L,MS14181-07048L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07050L,MS14181-07050L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07052L,MS14181-07052L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07054L,MS14181-07054L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07056L,MS14181-07056L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07058L,MS14181-07058L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07060L,MS14181-07060L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07062L,MS14181-07062L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07064L,MS14181-07064L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07066L,MS14181-07066L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07068L,MS14181-07068L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07070L,MS14181-07070L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07072L,MS14181-07072L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07074L,MS14181-07074L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07076L,MS14181-07076L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07078L,MS14181-07078L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07080L,MS14181-07080L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07082L,MS14181-07082L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07084L,MS14181-07084L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07086L,MS14181-07086L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07088L,MS14181-07088L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07090L,MS14181-07090L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07092L,MS14181-07092L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07094L,MS14181-07094L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07096L,MS14181-07096L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07098L,MS14181-07098L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07100L,MS14181-07100L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07102L,MS14181-07102L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07104L,MS14181-07104L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07106L,MS14181-07106L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07108L,MS14181-07108L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07110L,MS14181-07110L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-07112L,MS14181-07112L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08004L,MS14181-08004L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08005L,MS14181-08005L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08006L,MS14181-08006L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08007L,MS14181-08007L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08008L,MS14181-08008L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08009L,MS14181-08009L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08010L,MS14181-08010L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08011L,MS14181-08011L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08012L,MS14181-08012L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08013L,MS14181-08013L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08014L,MS14181-08014L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08015L,MS14181-08015L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08016L,MS14181-08016L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08017L,MS14181-08017L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08018L,MS14181-08018L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08019L,MS14181-08019L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08020L,MS14181-08020L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08021L,MS14181-08021L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08022L,MS14181-08022L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08023L,MS14181-08023L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08024L,MS14181-08024L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08025L,MS14181-08025L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08026L,MS14181-08026L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08027L,MS14181-08027L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08028L,MS14181-08028L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08029L,MS14181-08029L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
